584869,40298,34209
584870,40299,34209
584871,40300,34209
584872,40301,34209
584873,40302,34209
584874,40303,34209
584875,40304,34209
584876,40305,34209
584877,40306,34209
584878,40307,34209
584879,40308,34209
584880,40303,34210
584881,40309,34210
584882,40310,34210
584883,40311,34210
584884,40312,679
584885,40313,679
584886,40314,679
584887,40315,26469
584888,40316,26469
584889,40317,26469
584890,40318,26469
584891,40319,26469
584892,40320,26469
584893,40321,26469
584894,40322,26469
584895,40323,26469
584896,40324,26469
584897,40325,26469
584898,40326,23045
584899,40327,23045
584900,40328,23045
584901,40329,23045
584902,40330,23045
584903,40331,23045
584904,40315,23045
584905,40332,23045
584906,40333,23045
584907,40334,23045
584908,40335,23045
584909,40318,23045
584910,40336,23045
584911,40337,23045
584912,40338,23045
584913,40339,23045
584914,40320,23045
584915,40340,23045
584916,40341,23045
584917,40342,23045
584918,40343,23045
584919,40344,23045
584920,40345,23045
584921,40346,23045
584922,40347,23045
584923,40348,23045
584924,40349,23045
584925,40350,23045
584926,40351,23045
584927,40352,23045
584928,40353,23045
584929,40354,23045
584930,40355,23045
584931,40356,23045
584932,40357,23045
584933,40358,23045
584934,40359,23045
584935,40360,23045
584936,40361,23045
584937,40362,23045
584938,40363,23045
584939,40364,23045
584940,40365,23045
584941,40308,23045
584942,40301,26472
584943,40302,26472
584944,40303,26472
584945,40298,26472
584946,40366,26472
584947,40367,26472
584948,40306,26472
584949,40307,26472
584950,40368,26472
584951,40369,15231
584952,40301,15231
584953,40302,15231
584954,40298,15231
584955,40370,15231
584956,40305,15231
584957,40307,15231
584958,40371,2459
584959,40372,2459
584960,40373,2459
584961,40374,2459
584962,40375,2459
584963,40376,2459
584964,40377,2459
584965,40378,2459
584966,40379,2459
584967,40380,2459
584968,40381,2459
584969,40382,2459
584970,40383,2459
584971,40384,2459
584972,40385,2459
584973,40386,2459
584974,40387,2459
584975,40388,2459
584976,40389,2459
584977,40390,13673
584978,40391,13673
584979,40392,13673
584980,40393,13673
584981,40394,13673
584982,40395,13673
584983,40396,13673
584984,40397,13673
584985,40398,4470
584986,40399,4470
584987,40400,4470
584988,40401,4470
584989,40402,4470
584990,40403,4470
584991,40404,4470
584992,40405,17552
584993,40406,17552
584994,40407,36039
584995,40408,36039
584996,40409,36039
584997,40410,36039
584998,40411,36039
584999,40412,36039
585000,40413,36039
585001,40314,36039
585002,40414,2266
585003,40415,2266
585004,40416,2266
585005,40417,2266
585006,40418,2266
585007,40419,1441
585008,40420,1441
585009,40421,1441
585010,40422,1441
585011,40423,1441
585012,40424,17902
585013,40425,11880
585014,40426,11880
585015,40427,11880
585016,40428,11880
585017,40429,11880
585018,40430,25033
585019,40303,25033
585020,40431,25033
585021,40432,25033
585022,40305,19234
585023,40433,786
585024,40434,786
585025,40435,786
585026,40321,786
585027,40436,786
585028,40437,431
585029,40438,431
585030,40439,431
585031,40440,431
585032,40441,431
585033,40442,18074
585034,40443,18074
585035,40444,18074
585036,40445,18077
585037,40315,18077
585038,40446,18077
585039,40318,18077
585040,40447,18077
585041,40448,17374
585042,40449,17374
585043,40298,17374
585044,40450,17374
585045,40451,17374
585046,40452,17374
585047,40453,17374
585048,40454,17374
585049,40455,17374
585050,40368,17374
585051,40456,6426
585052,40457,6426
585053,40458,6426
585054,40459,6426
585055,40449,6426
585056,40301,6426
585057,40298,6426
585058,40460,6426
585059,40461,6426
585060,40462,6426
585061,40448,18356
585062,40463,18356
585063,40464,18356
585064,40465,18356
585065,40466,18356
585066,40467,18356
585067,40468,18356
585068,40469,18356
585069,40470,18356
585070,40471,18356
585071,40298,18356
585072,40472,18356
585073,40473,18356
585074,40474,18356
585075,40475,18356
585076,40476,18356
585077,40477,18356
585078,40478,18356
585079,40454,18356
585080,40479,18356
585081,40480,18356
585082,40481,18356
585083,40482,18356
585084,40483,18356
585085,40308,18356
585086,40448,12541
585087,40463,12541
585088,40465,12541
585089,40484,12541
585090,40485,12541
585091,40486,12541
585092,40469,12541
585093,40470,12541
585094,40487,12541
585095,40298,12541
585096,40304,12541
585097,40473,12541
585098,40488,12541
585099,40489,12541
585100,40490,12541
585101,40491,12541
585102,40454,12541
585103,40308,12541
585104,40326,6262
585105,40327,6262
585106,40492,6262
585107,40493,6262
585108,40494,6262
585109,40495,6262
585110,40496,6262
585111,40497,6262
585112,40498,6262
585113,40499,6262
585114,40315,6262
585115,40500,6262
585116,40501,6262
585117,40502,6262
585118,40503,6262
585119,40504,6262
585120,40318,6262
585121,40505,6262
585122,40506,6262
585123,40507,6262
585124,40508,6262
585125,40509,6262
